ID,Text,Offensive,HateSpeech,Vulgarity,Violence
385,@USER من جدهم يسلمونها لو انا القى شي والله مايذووقونه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
386,"@USER 
ابيض وجه وكفووو فيك يابو سامي لا تجمل منهم كلهم ..",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
387,هو لو كل المرتبطين فاركشوا و وزعوا من اول و جديد هفضل سنجل برضوا اعتقد,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
388,@USER اشوف رموشها من تحت النظاره بلا استعباط,OFF,NOT_HS,NOT_VLG,NOT_VIO
389,يعني اول ممممرا اششششوف ععععذذذذر منتههههيييي انا خخخخبري الاكل هي اللي لها صلاحية انتهاء,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
390,غلطط تجي كم بنت وتتصرف ب قلة ادب وسخافه وانتي مالك دخل  ويجيك واحد مطسس يشمل جميع البنات انهم متخلفات شوهتن صورتنا يا السلق ولا تبون اسقاط ولايه وحريه جعلكم للحمممى #بايع_الكليجا,OFF,HS6,NOT_VLG,NOT_VIO
391,"يعني أي واحد وسيم من اليوم ورايح بيفتح له اي مشروع راح يلاقي الخير ومشروعه ماشي وزيادة عليه انه بيكون حديث الكل وبينال من الشهرة الكثير لكن الغبنة اذا جاك الشين ماعلينا ؛ مجرد إنتقاد، تصرف البنات بهالطريقة ماله داعي بالتصوير والتعليقات .. 
#بائع_الكليجا",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
392,"RT @USER أقوى تعليق مضحك للفيديو
عييييب URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
393,"@USER ويش رايك بحضور حمد بن جاسم في المؤتمر الامن الاقليمي 

ابوحنج مات قهر 

دوله م به رجال ابكيييكم",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
394,عفو تعف نسائكم  فيه ابلغ من هالقول وأوضح !!!!!؟؟؟؟؟ تتغزلون بالحريم وهم يسون زيكم  #بايع_الكليجا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
395,"#بايع_الكليجا
يعني يوم بنت ترامب هاشتاقات وتسمون بناتكم عليها ومساجد ب اسمها ويوم البنات خقوا على راعي الكليجا رحتوا كبرتوا الموضوع الى متى محاربات الاناث",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
396,@USER اسكت يا متخلف بترولكم ده إيفانكا بس بتنهبه ...ايوة ملعبناوعالمي وافضل من ملعبكم الصغير المستأجر  ملعل الجامعة خليك في حدك الجنوبي والحوثي ..ما عندكم كورة السودان أسس كورتكم,OFF,HS1,NOT_VLG,NOT_VIO
397,"اكره شي وانا اكتب تسألن بنت وش ما وش  اصبري لين اقضي وخوذي ابو الدفتر 
ب الذات إذا الدكتورة طايرة تحوس أفكاري",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
398,"ركبتي معش صحّت و بديت نتمزط 
كان م صحتش بكرة حنقطعها وخلاص",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
399,"@USER كذاب بعينك 
صدام مهما كانت فيه صفات كويسه تبقى خيانته وغدره بجيرانه اللي داعموهـ في حربة ضد ايران شيء لا يغتفر .",OFF,NOT_HS,NOT_VLG,NOT_VIO
400,"@USER لسا متخانقة امبارح علشان كلمة الي بيحب ميكرهش دي  
لا يا جماعة الي بيحب بيكره لو اتجرح و اتذل و اتظلم و اتداس ع كرامته و قلبه  
و ع قدر الحب يكون الزعل و الكره  
اول ما يبقي مش فارق و زيه زي اي حد يبقي بطل يحبه",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
401,"RT @USER ...............

......#تـــــوتـــير بااغنيه ماجد المهندس 

تكفي لاتقسى على،
ارحم بقلبي شوووي

اهلكتني من الحذف 

،،…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
402,"#بايع_الكليجا
ترا مو ذنبه انه وسيم ربي خلقه كذا 
الرجل مايبي تصوير جاي يترزق الله 
خلوه بحاله ياخي",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
403,"RT @USER مبحبش حد يسوق عربيتي
مبحبش حد يسوق عربيتي
مبحبش حد يسوق عربيتي
مبحبش حد يسوق عربيتي‍♀️",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
404,اسفوخص URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
405,"@USER تف تف تف تف تف تف تف  
خرب روح امة وابو الي ينتخبكم تف تف تفتف تف 
سيدي لك مني تفلة بحجم السماء والارض انت وكل من معك من وزراء وسياسيين وحكام خخخخخ تفوووووووووووووووووووووووووووووووووووو يا كلاب يا لصوص يا ابناء السافلات",OFF,NOT_HS,NOT_VLG,NOT_VIO
406,@USER هههههههههههههههههههههههههههههههههههههههههههههههههههه ياحليلك على نيتك عاد تخيل تدخل عمود غي مكوتك وش ه الشعور,OFF,NOT_HS,VLG,NOT_VIO
407,"#اصدقا_الوناسه_وينهم

الوصخين مداومين 
معدا ذي اشغلها الله بسياسه@USER URL",OFF,NOT_HS,NOT_VLG,NOT_VIO
408,@USER اومال مين كان بيكلمك ع الجروب ي,OFF,NOT_HS,NOT_VLG,NOT_VIO
409,"اضغطن المضغوط اكثر 
نسينا بنت ترامب وتاقها الترند 
والقصايد 
وتكفى سيدي زوجني بنت ترامب وهو متزوجة 

والشعراء انواع الغزل
وامس ام غمزة الهندية وصلتوها 4 مليون

وانا من 6 سنوات ماتحرك العدد عن 1000متابع 
هش مناك يامستشرفين
 #بايع_الكليجا",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
410,@USER ياشينك وانتي تمنين عليه مو بحاجتك والله ، الله هو الي يرزقه لو مهما سويتي وفكونا من المنه ذي فيه غيرك يسوي ويشتغل اقوى من كذا ولا تكلمو !! واقصري الهرج ولاتزعلين شمندرنا لا اعطيك كف عااد,OFF,NOT_HS,NOT_VLG,NOT_VIO
411,اذا دخلت دانكن وبعدها صار زحمه اكره عمري وش ذا احس نفسي الشمس فوقي اكره كذا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
412,"@USER هههههههه
اهلا بالعيد

عيب عيب صحيح واوفر

ياختي ابا اساله شو شعورك احسه منطقر بس رزقه",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
413,RT @USER مين موجود الموجود رتيوت ويجي خاص ماتسوي رتويت ماكلمك خاص URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
414,والله حزين على #بلدي_الكويت من منهم مسؤولون عنها وعليها ولم يعطونها حقها  #حسبنا_الله_ونعم_الوكيل_فيكم ليوم الحساب #صباح_السالم                    #الكويت                                                       #مت قاعد,OFF,NOT_HS,NOT_VLG,NOT_VIO
415,@USER كل منهم العن من الثاني,OFF,NOT_HS,NOT_VLG,NOT_VIO
416,المشاهد الدموية او الرومانسية او حتى مشاهد التعذيب مستحيل اتحملها واتجنب اي مسلسل يحتوي عليها,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
417,@USER والى عنده مشروع,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
418,اخيسس يوممم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
419,ايه خلوه ينشهر الحين وبعد فتره ابثرونا هاشتاق تبليك ولا لاتجعلو من الحمقى مشاهير عالم متناقضه مراضى  #بايع_الكليجا,OFF,NOT_HS,NOT_VLG,NOT_VIO
420,RT @USER هروح اعمل كدا دلوقتى  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
421,"@USER ماادري وش اعلق!!
لهدرجه اهلكم شيون.. !!
اول ماتشوفون واحد ع قولتكم جميل تجيكم الشهقه!!
الحمدلله الذي عفانا بس",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
422,تفشلت وانا مالي دخل بالموضوع  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
423,@USER تابعي حسابي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
424,"RT @USER #تخيل_نفسك_اول_ليله_بقبرك
يا ربناا أحسن خاتمتي راح يجي يووم وادخلوا 
تذكروني ولا تنسوني",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
425,يا كريم يا رب والمحاضرة تخلص,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
426,RT @USER اللى مايبغانا مانبغاه  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
427,"@USER يقطع ام النقص اللي تمر فيه ،ياخي نظام شوفوني طيّب يابنات بطلوه، وكانك ""رجل"" رح قل لـ اهلك انهم يخقون عليه ويرسلون بالهشتاقات كلام مُنحط، لاكن الله يخلف على ""٤٦ الف"" اللي يتابعونك .",OFF,NOT_HS,NOT_VLG,NOT_VIO
428,البنات استخفوا خلاص URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
429,RT @USER اهينك ديوثي قدام محارمك واخنث فيككك واركب فوقك وادخل زبي بخرقكك واخلي اختك تصورني وانا انيك فيك بكسر عينك واروضكك يكلب  ht…,OFF,NOT_HS,VLG,NOT_VIO
430,@USER تبعت القطيع وللاسف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
431,"حرام ينرحمون الهندي والخاروف كلهم 
قرار احتمال انفذه اني اصير فيقان  URL",OFF,HS1,NOT_VLG,NOT_VIO
432,"@USER تلزيق ي رما 
هخرج م الاء حبيبتي",OFF,NOT_HS,NOT_VLG,NOT_VIO
433,@USER ما هو انا هنتحر عشان حاجات كتير من ضمنهم انى مش عارفة أشوفك..,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
434,@USER ربنا معاكي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
435,هاڤانا اوناناه طلعت مزروفه للاسف  زارفينها من اغنية ثانيه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
436,@USER شايفتنهً؟,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
437,@USER خوله الكبير,OFF,NOT_HS,NOT_VLG,NOT_VIO
438,"#بايع_الكليجا
شعب فاضي",OFF,NOT_HS,NOT_VLG,NOT_VIO
439,@USER مانصحك والله بتطرش فالاخير,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
440,@USER كل المراكز باسم ال سعود حتى الاغاثة باسمهم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
441,@USER ليشششش علشاني عجوز,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
442,@USER انتي ردي وين طسيتي ؟,OFF,NOT_HS,NOT_VLG,NOT_VIO
443,RT @USER ايه كمية البنات الحلوة المجروحة المعقدة دي بتعملوا ايه في نعمة ربنا ياولاد المره ؟,OFF,HS6,NOT_VLG,NOT_VIO
444,#بايع_الكليجا بنات كل وحدة زعلانة على حبيبها الشيفة تاخد نفس عميق وتطل في هالوسيم ابو طلة هيبة صدقوني راح تعرف ان حبيبها كان خيبة وفشلة وراح تكره وتنساه,OFF,NOT_HS,NOT_VLG,NOT_VIO
445,@USER انتبه وانت تزرف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
446,@USER الالوان تجيب الكآبه والذوق مره كتمه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
447,@USER في اذنج,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
448,@USER يختي نظفي أظافرك,OFF,NOT_HS,NOT_VLG,NOT_VIO
449,@USER الاحرار قدهم بالجبهات. بس باقي احرار المؤتمر. والذي رمزهم الخيل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
450,"@USER ده فين الطريق ده
يا بختك يا عم 
الدنيا مقفولة معايا خالص",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
451,"~
فيه اسلوب للنصيحة اذا كان همك تنصح الناس اما اسلوب جيل الصحوة هذا مايمشي ترعيب وترويع ، كلنا نؤمن بالموت والله يحسن خاتمتنا جميعاً بس مو بهالطريقة ( حسبي الله عليك ياصاحب التاق )  #صلاه_الجنازه_القادمه_انت",OFF,NOT_HS,NOT_VLG,NOT_VIO
452,أفكر ف الي يقول حياء المراه وحياءها وهم ثلاثه أرباعهم راحوا المغرب الخ لو تحبون الحياء كان م رحتوا تدورون له هناك  #بايع_الكليجا,OFF,HS1,NOT_VLG,NOT_VIO
453,@USER ممكن تنتهى بالنط من عالسور,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
454,"@USER 

والمراجل ماتجي بسب الطهاره
           من تعرض للنساء . رجسٍ ولقيط URL",OFF,HS6,NOT_VLG,NOT_VIO
455,"ي شين ابوعلي مالك دخل فيهم ياخي !
#حياتك23",OFF,NOT_HS,NOT_VLG,NOT_VIO
456,@USER مخلصين حصتين وتو مريحين وبعدها بنرجع ...20 حصه فالاسبوع ومع ذلك مستخسرين يوم ع المعلم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
457,@USER يابنات خقوا ع الخرووف ذا مع راعي الكليجا امبااااااااع,OFF,HS6,NOT_VLG,NOT_VIO
458,"#بايع_الكليجا

ع سالفة بنت ترامب ازعجونا ، هالحين وش سويتوا ؟",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
459,@USER شابووره,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
460,"#داليا_مبارك 
وش هالقرف 
على بالي ثقيله",OFF,NOT_HS,NOT_VLG,NOT_VIO
461,"ماتضيق الا تُفرج .. ماتمرض الا تُشفى .. ماتيأس الا ترجع للحياة بقلب آخر ؛ .. الحياة جدًا طويلة .. لا تحصرها على لحظتك البائسة حاليًا.


#جنى URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
462,@USER الغوطة لا تباد لكن خونتها الصهاينة وكذابيها هم بأزدياد. جيش الغوطة السوري على تويتر هم ليس إلا عملاء للصهاينة URL,OFF,HS3,NOT_VLG,NOT_VIO
463,"-انت شبه آبوگ آووي 
-اھ ما آحنا قرآيب.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
464,وش ذا السربته وقلة الحياء #بايع_الكليجا URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
465,@USER لا مو لازم اذا انتي بنت تخافي ربك ف خليك ي عيني اقصد العينات اللي شفناها مره افوه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
466,@USER زي الخرا والله اعد الثواني عشان اخلص منه,OFF,NOT_HS,NOT_VLG,NOT_VIO
467,@USER ماعندي وقت ارد عليك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
468,@USER خلاص صرت أكرهه هو وتضامنه مع الشواذ,OFF,HS6,NOT_VLG,NOT_VIO
469,"#بايع_الكليجا
ارفعوا علومكم يابنات ‍♀️‍♀️‍♀️‍♀️‍♀️
يمكن انا الوحيده الي ماخقيت عليه",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
470,@USER ايات النككككااح بسسسهوله تبين لكك بششريه هالكككتااب..وكلهاا ورا مصالح الذككووووور ..والمفسسرمجنووون بعد..,OFF,HS2,NOT_VLG,NOT_VIO
471,@USER ايه والله حيل مقرفه مب صاحيه,OFF,NOT_HS,NOT_VLG,NOT_VIO
472,@USER رووووووووووووووووووووووجر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
473,RT @USER #قرب_عيد_الحب️ وبلشت حملة وكلو عم  يلف هدايا الفلنطاين وانا محتارة شو بلف  جبنة او لبنة او زعتر وزيت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
474,"RT @USER _بتقول عندك ايه 
_عندي طموح
=طب طموح وتيجي بالسلامه",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
475,@USER كائن البيض بزيادة,OFF,NOT_HS,NOT_VLG,NOT_VIO
476,@USER اخر,OFF,NOT_HS,NOT_VLG,NOT_VIO
477,@USER رحت بحثت عنها طلعوا يكذبون مافيه شيله فتحتها طلع بوسط المقطع يضحكون يعني مقلب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
478,@USER وش جابهم اصلا لعندك حقين بروفايلك...اقدح ولا عليك منهم حارقهم من لما كنت في البرنامج ومن بعد ماكنت اعلامي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
479,@USER ثرثرة مستحيل تسويها بس وقاحه في التويتر,OFF,NOT_HS,NOT_VLG,NOT_VIO
480,مشاهير السناب غثونا بالبساطه حبيبي مابي اشوف وجهك وانت توك قاعد من النوم عشان الناس تقول هذا بسيط ومو متكلف  غسل وجهك ونظف عيونك عقب صور بكيفك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
481,"افف من الاختبارات 

كل اشوي اختيار",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
482,@USER اوك راح أصبغه وتشوف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
483,"حياؤك فاحفظه عليك فإنما
يدلُّ على فضل الكريم حياؤه
إذا قلَّ ماء الوجه قلَّ حيـاؤه
ولا خير في وجهٍ إذا قلَّ ماؤه
 اذا انتقدأحدهم  تصرفات الفتيات غير المحتشمة مع #بايع_الكليجا قالوا مستشرفيريدوننا مجتمعاً بلا حياء ولا أخلاق تحت مسمى يا تسكت او نهاجمك",OFF,HS6,NOT_VLG,NOT_VIO
484,@USER مش بقولك بخيل ومعفن,OFF,NOT_HS,NOT_VLG,NOT_VIO
485,"RT @USER 
تعبت وانا احبك خلاص تف عليك !!!",OFF,NOT_HS,NOT_VLG,NOT_VIO
486,@USER حامت كبدي قسم بالله شعب ماينعطى وجه لازم كل حدث يحشرون خشومهم ويسون من الحبه قبه مدري وش بيضرهم لو كل واحد انطم ولاتكلم,OFF,HS1,NOT_VLG,NOT_VIO
487,@USER كل الطرق تغث طالما الطعم علقمبس الشكوى لله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
488,وييي حسبتو من جد شي بس مضارباتت  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
489,@USER ناس تعلق عشان المطر وناس عشان الغبار,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
490,RT @USER جب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
491,RT @USER صامويل اومتيتي IG : ‍♂️ URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
492,"#بايع_الكليجا
أقسم بالله وصلوا لدرجة مقززه من قلة الحياء يعني وش جراءتك وانت رافعه جوالك بوجه شاب تصورينه؟؟؟  كرهتوا الولد بالتجارهوبعدين والله مب ذاك الزين اللي شهرتوا به لهالدرجه يعني شاب عادي زيه زي اي شاب مهتم بشكله بس صدق مشافيح وقليلات أدب الله لايبلانا يارب",OFF,HS6,NOT_VLG,NOT_VIO
493,@USER يعني انت الحين وش تبي ههههههههههه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
494,@USER الله يبتليج بتغريدات اغث من هذي مثل ما ابتليتيني بوسط استمتاعي URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
495,@USER ع مدرستك وانت ساكت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
496,صقع و لابس شورت ومالية نص كم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
497,"الحين هذه ناموو
بس انا اشوفه يولي 
حتى اسوف للثه 
 
 #Kim_Sung_Kyu
#The_1st_Album
#10_Stories
 #성규정규_트루럽 URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
498,ههههههههههههههههههههههههههههههههههههه اشتهر بسب فتيات  #بايع_الكليجا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
499,@USER شف انت + الدوامم حلو اصلاا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
500,ي الله ي اللوعان ☹,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
501,@USER من هذا؟ خليك بعالمك بالله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
502,@USER قسم بالله عيييب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
503,والله الجو ناقصه الحب وكرسيين على الشاطئ,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
504,@USER ياليل ابو لمبة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
505,@USER قصر اليمامة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
506,#بايع_الكليجا عطوه اكبر من حجمهفشلونا,OFF,NOT_HS,NOT_VLG,NOT_VIO
507,@USER شكل المسلسل من تمثيل سعودي ريبورترز,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
508,"#بايع_الكليجا

ماعاد استحيتو ي بنات",OFF,HS6,NOT_VLG,NOT_VIO
509,@USER كلاب مجمعه,OFF,NOT_HS,NOT_VLG,NOT_VIO
510,"RT @USER الي بسمعك بقول لما كبرو صارة احلا
يشيخ اسكت",OFF,NOT_HS,NOT_VLG,NOT_VIO
511,@USER صصااادققققه حرام عليكمممم تشككون في قدراتهههه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
512,"RT @USER #الهلال_قرود_اسيا
يقول الشاعر في 
وصح لسانه 
وقصيده جزله في قرود اسيا 
ان القرد قرد من ايام سيدني  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
513,#بايع_الكليجا ياخي جدا عااادي وقد مر علي احلى منه بكثير بس البنات من تالي ماعاد فيهن حيا,OFF,HS6,NOT_VLG,NOT_VIO
514,@USER شوفوني ادافع عنكم يالبنات,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
515,RT @USER  بسبب هذه المهازل يفقد الشخص شغفه وحبه للمصارعة الحرة  يعني هذه الخطة اتسربت من سنة والكل كان متوقعها ما في…,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
516,"@USER بصراحة في معلمين ومعلمات استغفر الله بس مازين نتكلم 
شو ذنب الطالب المسكين 
ودي اسبه",OFF,HS5,NOT_VLG,NOT_VIO
517,جددد مصخره هذي النهاية لما تعطون بنات وجهه   URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
518,@USER وع وش ذا  ذوقك ضارب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
519,@USER ليش البـ  حل بطنك,OFF,NOT_HS,NOT_VLG,NOT_VIO
520,@USER سوالف كراتين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
521,@USER جوفي الواتس,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
522,"@USER سبق وقلت لك يامعفن ذنبي على جنبي .
ونبي مو أكبر من ذنبك ياساقططط",OFF,NOT_HS,NOT_VLG,NOT_VIO
523,@USER ما كفايه احباط بقى,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
524,@USER ياحبيبي تحط العكايشي وكهربا احتياط فين البديل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
525,انامش فاهم حاجه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
526,اهلي طلعاتهم للمره الالف ماتجي الا لما أبي انام يالله.,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
527,"@USER شفت حركة الشماغ انت 
أصلا مكان زي الجنادرية المفروض مايجيه مرسم كذا وع",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
528,@USER صقر كلب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
529,"#بايع_الكليجا
مستوى الاعلام  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
530,"يالليل ....غثيتونا فيه ""
الحمدلله انه مو بنت علشان ماتقولوا غيرانه منها 

#بايع_الكليجا URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
531,"#_عذرا متابعينى الغالين نفسيتي الحييييييييييييييييييييييييييين نفسية 
واحد متزوج اربع وكلهم معهم الدورة الشهرية",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
532,"RT @USER خليكن ع الخاص عم تتمعشقو مع ببعض

تمعشقوا تمعشقوا 

نهايتكم أغنية عراقية وبيبسي هههه 
و ندم و انتحار

اه نسيت وبلوك كم…",OFF,NOT_HS,NOT_VLG,NOT_VIO
533,RT @USER ممگن گل الناس تعرفگ بس مو گل الناس تفهمگ..,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
534,انت ملكي انا وحدي وقلبي في حبك انااااني,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
535,"#بايع_الكليجا
خلاص اعتقوا الرَّجَال ... يبيع بمحله كافي خيره وشره 
ونشبتوا بحلقه. يمكن الرجال متزوج واحتمال بعد اللي صارله انخرب بيته لانه طبيعي زوجته بتغار .. خافوا ربكم ..يمال اللي ماني بقايله",OFF,NOT_HS,NOT_VLG,NOT_VIO
536,"RT @USER قليلات الأدب بالجنادرية وضعهم صار أوفر أوفر أوفر و يفشششششل!!!!!!
اللي يسوونه يعتبر تحرش بالآدمي، جد جد وين الشرطة!!",OFF,HS6,NOT_VLG,NOT_VIO
537,@USER بالله ياقمة الاخلاق انت؟  وكلامك وردك هذا وش تسميه ،؟؟!! هزلت وربي,OFF,NOT_HS,NOT_VLG,NOT_VIO
538,"@USER والله يا ليتني بامزح او ابالغ
للأسف المدارس الحكومية ملياااااانة مدرسات بأمراض نفسية ومن ارذل الخلق وجع في اشكالهم
احس امكن كانو يعذبونا اكثر لأن البنت عادي ضعيفة وتسكت.
في الابتدائي ابويا اضطر يتصل على المدرسة ٦ مرات عشان يشتكي ويقولهم خير ايش بتسوو في بنتي",OFF,HS6,NOT_VLG,NOT_VIO
539,@USER ورع كف عيب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
540,"#صلاه_الجنازه_القادمه_انت
أعوذ بالله 
اللهم إجعلنا ممن طال عمره و حسن عمله 
إذا تكرهون الحياة براحتكم إحنا نحب الحياة و نرجوا الآخرة
ربنا آتنا في الدنيا حسنة و في الآخرة حسنة
و قنا عذاب النار ..",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
541,العامل الهندي يشرح للمعزّب إنه الخروف صار صديقه عشان المعزّب لا يذبح الخروف . عجبني الهندي مشاعره راقيه جدا URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
542,@USER وربي اووووفرررررر  مو لهالدرجة وش كل هالمبالغه والتجمهر وربي استحيت وانا مالي دخل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
543,@USER يعععع,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
544,ترند السعوديه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
545,@USER المخانيث تعرف لبعض,OFF,NOT_HS,NOT_VLG,NOT_VIO
546,@USER بغض النظر عن تصرف الفتيات المبالغ فيه مايحق لك تصف الفتاة بأبشع الصفات وتقول عنها ساقطة لمن الشباب اجننو على ايفانكا والهاشتاقات اللي يسوونها ويقارون بين بنت بلدهم والأجنبية ويصفون السعوديه با اسوء الصفات ماحد قال عنه ساقط او حقير,OFF,NOT_HS,NOT_VLG,NOT_VIO
547,@USER ههههعهه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
548,RT @USER انا مزاجيه لعند مسمطتها !,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
549,@USER وراك وراك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
550,@USER تعليق تكفوون غبار لا ☠,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
551,RT @USER كذا اوڤررر URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
552,@USER اي انا كيوط هههههههههههہ بعدين انا مارد ع ورعان,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
553,@USER انا خنزير و مرمطون تحت رجليكي مولاتي طلعي ميتيني,OFF,NOT_HS,NOT_VLG,NOT_VIO
554,قضى عمري و انا اقول هتعدي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
555,"@USER اجبببببد علي
مايحتاي",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
