Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,translated_tweet
Yesung adalah seorang Katholik',0,0,0,0,0,0,0,0,0,0,0,0,Yesung is a Catholic'
Liat diri sendiri pa jok masih belum becus ngurusin negara kok udah sombong *sodorin kaca URL,1,0,1,0,0,0,0,0,1,1,0,0,"Look at yourself, sir, still not capable of running the country, why are you so arrogant *holds the URL window"
OpRohingya Terorist Botak Teroris Budha URL,1,1,0,1,1,0,1,0,0,0,1,0,OpRohingya Terrorist Bald Terrorist Buddhist URL
Jaman SBY kader lo korupsi hambalang giliran ditangang gantung dimonas eh ciut URL,1,0,1,0,0,0,0,0,1,1,0,0,"In SBY's era, your cadre was corrupt in Hambalang, it was his turn to be hanged at Monas, eh, the URL shrank"
Puasa ora sok sokan gaweni story bukber kantor. Ngentod fuck pencitraan. Yosy Bin Darto',1,1,1,0,0,0,0,1,0,1,0,0,Fasting is not a pretense to do office breaking fast story. Fucking image. Yosy Bin Darto'
Kalau sudah begini rame - rame saling cuci tangan. Cari aman masing - masing..... Dasar gubernur curang,1,0,1,0,0,0,0,0,1,1,0,0,"If it's like this, everyone should wash their hands of each other. Each one should play it safe... What a cheating governor"
4 Kebijakan Presiden Jokowi yg Bikin PNS Bahagia.; ; 1. Apartemen khusus bagi PNS. ; 2. THR lebih besar.; 3. Pensiunan dapat THR.; 4. PNS pria dapat cuti istri melahirkan. ; ; Fakta mana lg yg kalian dustakan.! ; ; #2019TetapJokowi ; ;,0,0,0,0,0,0,0,0,0,0,0,0,4 Policies of President Jokowi that Make Civil Servants Happy.; ; 1. Special apartments for civil servants. ; 2. Bigger THR.; 3. Retirees get THR.; 4. Male civil servants get maternity leave. ; ; Which other facts do you deny.! ; ; #2019TetapJokowi ; ;
"USER USER seorang filsuf pun harus ""feel safe"" secara materi ekonomi, apapun caranya",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER even a philosopher must ""feel safe"" in terms of economic material, whatever the method"
USER Asal ga labil ngewe yang',0,1,0,0,0,0,0,0,0,0,0,0,USER As long as it's not unstable to fuck that'
USER nti saha kunti? butuh doi plis sekardus aja -nty',0,0,0,0,0,0,0,0,0,0,0,0,USER later kunti? need it please just a box -nty'
USER USER USER Saya rasa kalo beliau bebas jadi bahan gorengan buat sahabatnya.. taulah kaum cebong kerjaannya gimana?',1,1,0,1,0,0,0,0,1,0,1,0,USER USER USER I think if he was free to be fried food for his friends... you know what the cebong people do?'
USER Waduh kek ginian nafsu banget mo 2 periode...? Nggak janji lah yao...; ; #2019GantiPresiden ; #2019GantiPresiden ; #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0,"USER Wow, how much lust do you have for 2 periods...? No promises, okay? ; #2019ChangePresident ; #2019ChangePresident ; #2019ChangePresident"
USER Klo busuk mawati beragama islam .. Maka dia Takut dg dirinya sendiri\nGejala gila nich nenek ..',1,1,1,0,1,0,0,0,0,1,0,0,USER If the rotten Mawati is Muslim... Then she is afraid of herself\nThis grandmother is showing signs of madness...'
USER Geblek wkwkwkwkwk. Tililing tililing (\xe0\xa9\xad\xe0\xa5\x81\xc2\xb4\xef\xbd\xa5\xcf\x89\xef\xbd\xa5`)\xe0\xa9\xad\xe0\xa5\x81\xe2\x81\xbe\xe2\x81\xbe',0,1,0,0,0,0,0,0,0,0,0,0,USER Geblek hahaha. Tililing tililing (\xe0\xa9\xad\xe0\xa5\x81\xc2\xb4\xef\xbd\xa5\xcf\x89\xef\xbd\xa5`)\xe0\xa9\xad\xe0\xa5\x81\xe2\x81\xbe\xe2\x81\xbe'
Registrasi kartu sim? Sudah; Terdaftar sebagai pemilih pilkada 27 Juni 2018? Sudah š???; Cek lho š?¤­ nyoblos lho š?¤­,0,0,0,0,0,0,0,0,0,0,0,0,"SIM card registration? Done; Registered as a voter for the June 27, 2018 regional elections? Done š???; Check it out š?¤ Vote now š?¤"
IBF 2018 DIGELAR PADA 18-22 APRIL 2018; .;,0,0,0,0,0,0,0,0,0,0,0,0,"IBF 2018 WILL BE HELD ON APRIL 18-22, 2018; .;"
Soeharto yang katanya otoriter dan diktator saja takut korupsi dana haji kok Jokowi malah mau ambil dana haji dengan sepihak? :),1,0,1,0,0,0,0,0,1,1,0,0,"Soeharto, who was said to be authoritarian and dictatorial, was afraid of corruption of hajj funds, why is Jokowi willing to take hajj funds unilaterally? :)"
Berita ini membuatku menyesal.,0,0,0,0,0,0,0,0,0,0,0,0,This news makes me regret.
"Ternyata..; ; #hey2 ; ; Dibalik insiden heli jatuh, ternyata PT IMIP Pekerjakan 3000 WNA Cina;",0,0,0,0,0,0,0,0,0,0,0,0,"It turns out..; ; #hey2 ; ; Behind the helicopter crash incident, it turns out that PT IMIP employs 3000 Chinese nationals;"
"USER USER USER USER Kn bukan ulama, jd ya wajar, kl ulama tersangka cabul dan kbur g brani plng baru luar biasa, eh bkn ulama, cm ktanya ulama",1,0,1,0,0,0,0,0,1,1,0,0,"USER USER USER USER Kn is not a cleric, so it's natural, if a cleric is suspected of indecency and runs away, it would be extraordinary, eh, he's not a cleric, he just said he was a cleric"
"USER USER USER USER USER USER Biasa, kalaupun keluar pasti postingannya yg jorok2 itulah ciri khas bani kecoak. Otaknya sdh gak berfungsi lagi.'",1,1,0,1,0,0,0,0,1,0,1,0,"USER USER USER USER USER USER As usual, if they do come out, their posts will be dirty, that's the characteristic of the cockroach clan. Their brains are no longer functioning.'"
"Makanya mereka lebih memilih jadi TKI non prosedural/ilegal, nyari peruntungan disana meski resikonya gede banget. Mereka melewati petugas Imigrasi pada saat pembuatan Paspor dgn kedok melancong/jalan-jalan. Tapi kita tahu 100% tujuan mereka yg sebenarny",0,0,0,0,0,0,0,0,0,0,0,0,"That's why they prefer to become non-procedural/illegal migrant workers, seeking their fortune there even though the risk is very big. They pass through immigration officers when making passports under the guise of traveling/going on a trip. But we know 100% their real purpose"
"Bukannya menyelesaikan permasalahan yang ada di Jakarta, eh malah datang ke #sumut ikut pilkada. Mau lari dari panggilan KPK ya begini nih cara kotornyaa #register40 #DjarotCalonNapi #medan #pilgubsu2018 #pilkada2018",1,0,1,0,0,0,0,0,1,1,0,0,"Instead of solving the problems in Jakarta, he came to #sumut to participate in the regional elections. Want to escape from the KPK summons, this is how dirty it is #register40 #DjarotCalonNapi #medan #pilgubsu2018 #pilkada2018"
USER Harga mcm yahudi. Dah lama x makan durian\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',0,0,0,0,0,0,0,0,0,0,0,0,USER Prices like Jews. It's been a long time since I ate durian\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
"USER USER USER USER Saya terpaksa berkata keras krn beliau tdk menelaah suatu masalah sebelum berkicau. Saya org Jawa Timur. Paham betul apa yg baik bagi daerah saya. Jika beliau memaksakan org utk bertakbir, maka gelar Gus Du",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER USER USER I had to speak loudly because he didn't examine a problem before tweeting. I'm from East Java. Really understand what is good for my area. If he forces people to perform takbir, then the title Gus Du"
Pendrive 16GB RM45. Betul harga yahudi dia bagi. Memang pangkah terus kedai tu.',1,0,1,0,1,0,0,0,0,1,0,0,"16GB pendrive RM45. That's right, he shared the price of Jews. It's true that the shop continues to move forward.'"
"USER Tetap aja SALAH dimata bani kampret.. katanya tinggal tunggu kontrak abis, jadi msh ada peluang nyolong klo JKW ga 2 periode, diperpanjang lg kontraknya, makin tebellah kantong2 tikus berdasi'",1,1,0,1,0,0,0,0,1,0,1,0,"USER Still WRONG in the eyes of the bastards... they said they just have to wait for the contract to run out, so there's still a chance to steal if JKW doesn't serve 2 terms, and the contract is extended again, the pockets of the tie-wearing rats will get thicker'"
Aher Dapat Penghargaan Tertinggi Kepala Daerah dari Presiden,0,0,0,0,0,0,0,0,0,0,0,0,Aher Receives Highest Regional Head Award from President
"Kekuasaan itu cobaan, gunakan secara adil dan amanah. TolakPERPPUOtoriter TolakPERPPUAntiIslam lengserkan jokowi",1,0,1,0,0,0,0,0,1,0,0,1,"Power is a test, use it fairly and with integrity. Reject PERPPU Authoritarian Reject PERPPU Anti-Islam overthrow Jokowi"
USER Tai kaga ngajak',0,1,0,0,0,0,0,0,0,0,0,0,USER Tai didn't invite me'
USER USER Cina babi tuh yang bikin rusak Indonesia. Bantai aja,1,1,0,1,0,1,0,0,0,0,0,1,USER USER Chinese pigs are the ones who are destroying Indonesia. Just slaughter them
"HEY PRIA..\njanganlah jadi Bencong ideologi !\nKiara Artha Proyek RRC , di dampingi lansung oleh wakil PM RRC\ndi kasi izin nya..\nsementara ada mantan atlit sampe sakit keras harus hidup di tenda..\nkorban kebijakan radikal ridwan kamil..\n\njd kau itu jgn kaya bencong , bicara Ekonomi URL",0,1,0,0,0,0,0,0,0,0,0,0,"HEY MEN..\ndon't be an ideological sissy!\nKiara Artha PRC Project, accompanied directly by the Deputy PM of PRC\ngive permission..\nwhile there are former athletes who are seriously ill and have to live in tents..\nvictims of Ridwan Kamil's radical policies..\n\nso don't be like a sissy, talking about Economics URL"
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Lebih teruk daripada Ya,0,0,0,0,0,0,0,0,0,0,0,0,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Worse than Yes
Asma Dewi Alumni 212 Prabowo Dan Anies-Sandi Was-Was Pembalasan Ahok * wajah yg foto bersm AniesSndi 1 type bingit URL,1,0,1,0,0,0,0,0,1,1,0,0,Asma Dewi Alumni 212 Prabowo and Anies-Sandi Worried About Ahok's Retaliation * face in photo with Anies-Sandi 1 type bingit URL
"Berhenti pamer dungu & biadab Islam, mau jadi Wiraswasta jangan lagi nyembah2 Allah SWT yang janjikan harta rampasan",1,1,0,1,1,0,0,0,0,0,1,0,"Stop showing off stupid & barbaric Islam, want to be an entrepreneur, don't worship Allah SWT anymore who promises looted wealth"
Download Aplikasi,0,0,0,0,0,0,0,0,0,0,0,0,Download Application
KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah KPK memeriksa Gubernur Sumater,0,0,0,0,0,0,0,0,0,0,0,0,KPK Examines North Sumatra Governor and Deputy Governor Candidate Ijeck Shah KPK Examines North Sumatra Governor and Deputy Governor Candidate Ijeck Shah
"USER USER USER iya , trump memang penista agama atau anti islam emang hubungannya dgn anis apa?",1,0,1,0,1,0,0,0,0,1,0,0,"USER USER USER Yes, Trump is indeed a blasphemer or anti-Islam. What does that have to do with Anis?"
"ā??..Reog Ponorogo di acara Badan Karantina Ikan &amp; Pengendalian Mutu (BKIPM) KKP.; ; Indahnya seni budaya Nusantara,; Karya &amp; karsa tradisi bangsa,; Mesti dirawat,; Mewujudkan kebudayaan yg berkepribadian..ā??; ; #BulanBaktiKIPM2018 USER USER",0,0,0,0,0,0,0,0,0,0,0,0,"ā??..Reog Ponorogo at the event of the Fish Quarantine Agency & Quality Control (BKIPM) of the Ministry of Marine Affairs and Fisheries.; ; The beauty of Nusantara art and culture,; The work & intention of the nation's traditions,; Must be maintained,; Realizing a culture with personality..ā??; ; #BulanBaktiKIPM2018 USER USER"
"#GubernurZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 RT USER: ""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,ā?? tutur Djarot di hadapan peserta Rakercabsuā?¦",0,0,0,0,0,0,0,0,0,0,0,0,"#GovernorZamanNow #GusIpulPuti2 #GanjarYasin1 #DjarotSihar2 #HasanAnton2 #KosterAce1 #NurdinSudirman3 #KarolinGidot2 RT USER: ""Diversity of culture, ethnicity, religion, that is truly our wealth,ā?? said Djarot in front of Rakercabsuā?¦ participants."
USER USER USER Nikmati aja tol era rezim now #2019TetapJokowi',0,0,0,0,0,0,0,0,0,0,0,0,USER USER USER Just enjoy the toll road era of the current regime #2019TetapJokowi'
Kapan ya Djarot lengser? Gak sabar lihat kemampuan Anies - Sandi ngelola Jakarta... :),1,0,1,0,0,0,0,0,1,1,0,0,When will Djarot step down? Can't wait to see Anies - Sandi's ability to manage Jakarta... :)
USER USER Bangkai pasti bau',0,0,0,0,0,0,0,0,0,0,0,0,USER USER The corpse must smell'
Pembrantasan ekstrim kiri(PKI) sudah dilaksanakan tahun 1965.Sekarang giliran ekstrim kanan( teroris).',0,0,0,0,0,0,0,0,0,0,0,0,The eradication of the extreme left (PKI) was carried out in 1965. Now it is the turn of the extreme right (terrorists).'
"USER USER USER Tangkap dan langsung bebaskan, krn dia sedang melucu......najis'",1,1,1,0,0,0,0,0,1,1,0,0,"USER USER USER Catch him and release him immediately, because he was joking......filthy'"
ASMA DEWI Untuk Jegal Pelantikan ANIES-SANDI,1,0,1,0,0,0,0,0,1,1,0,0,ASMA DEWI To Thwart ANIES-SANDI's Inauguration
akan dilantik sebagai Gubernur DKI Jakarta oleh Presiden RI Joko Widodo pada Kamis (15/6/2017) ini.,0,0,0,0,0,0,0,0,0,0,0,0,will be inaugurated as Governor of DKI Jakarta by President of the Republic of Indonesia Joko Widodo on Thursday (15/6/2017).
.USER bersama USER mengajukan arsip Presiden pertama RI Sukarno sebagai nominasi 'Memory of the World' ke USER. #kumparanNEWS,0,0,0,0,0,0,0,0,0,0,0,0,".USER together with USER submits the archive of the first President of the Republic of Indonesia, Sukarno, as a nomination for 'Memory of the World' to USER. #kumparanNEWS"
"islam, ihsan, iman ... ; tiga pondasi yang harus slalu kau slalu kau revisi dan revisi. keduanya takan slalu stabil karna ada nafsu dan sekutunya yg slalu mngusik",0,0,0,0,0,0,0,0,0,0,0,0,"Islam, ihsan, iman... ; three foundations that you must always revise and revise. both will not always be stable because there are desires and their allies that always disturb"
Kenapa RI Masih Ngutang? Sri Mulyani: Karena Ada Defisit,0,0,0,0,0,0,0,0,0,0,0,0,Why is Indonesia Still in Debt? Sri Mulyani: Because There is a Deficit
Belumlah habis galau pak jokowi ditinggal kawin raisa. Kekalahan 2019 sudah di depan mata. Wkwkwk,1,0,1,0,0,0,0,0,1,1,0,0,Mr. Jokowi's confusion over Raisa's marriage is not over yet. The defeat of 2019 is already in sight. Hahaha
Bingung euy... profesor doktor bicara ga jelas sing penting turunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1,"I'm confused... the professor is talking unclearly, the important thing is to bring down Jokowi"
USER Aku suka film fantasi! Seru. Harry Potter dan antek anteknya kayak Fantastic Beast. Aku suka sekali. Tapi aku juga suka film yang kayak......... Pride and Prejudice. Yang pakai gaun ngembang ngembang \xf0\x9f\x98\xa4\xf0\x9f\x91\x8d',0,0,0,0,0,0,0,0,0,0,0,0,USER I love fantasy movies! They're fun. Harry Potter and his minions like Fantastic Beast. I really like them. But I also love movies like......... Pride and Prejudice. The ones with the puffy puffy dresses \xf0\x9f\x98\xa4\xf0\x9f\x91\x8d'
USER USER lbh rame pansbung vs panastak',0,0,0,0,0,0,0,0,0,0,0,0,USER USER is more popular with pansbung vs panastak'
"Gejala memecah belah ummat islam mulai nampak yg dimotori orang"" lama USER ; USER ; USER ; USER ; USER ; USER ; USER ; USER ; USER ; ; SELAMAT MENIKMATI; #2019GantiPresiden; Kembalika",1,0,0,1,0,0,0,0,1,0,1,0,"Symptoms of dividing the Muslim community are starting to appear, driven by old people. USER; USER; USER; USER; USER; USER; USER; USER; ENJOY; #2019ChangePresident; Return"
USER cocot mu zon gakl bisa buat apa2 juga ngoceh gak karusn',1,1,1,0,0,0,0,0,1,1,0,0,"USER, you can't do anything and you're babbling in vain'"
RT USER: Persiapan malam jumat si #tantegirang yang mau #ngentot sama #kontolbrondong Aksinya kereeen!! \xf0\x9f\x98\x98\xf0\x9f\x98\x98\n\nSitus Judi Bola Online T\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,RT USER: Friday night preparation for #auntegirang who wants to #fuck #youngcock The action is awesome!! \xf0\x9f\x98\x98\xf0\x9f\x98\x98\n\nOnline Football Gambling Site T\xe2\x80\xa6'
"HAHAHAH cacat banget sih baca2in chat di facebook. Cringey bikin nagih :""('",0,1,0,0,0,0,0,0,0,0,0,0,"HAHAHAH, it's really flawed reading chats on Facebook. Cringey, addictive :""('"
USER USER USER USER USER Hahahahaha... Cacing tanah msh bs lebih bermnfaat bgi masyarakat daripada SAMPAH yg superrr busukk justru jd wabah penyakit. Cebong emng superrr BLUNDER klo dlm berpikir \xf0\x9f\x98\x81\x,1,1,1,0,0,0,0,0,1,1,0,0,USER USER USER USER USER Hahahahaha... Earthworms can still be more beneficial to society than super rotten TRASH which actually becomes an epidemic. Tadpoles are really super BLUNDER when it comes to thinking \xf0\x9f\x98\x81\x
"USER USER USER kyak dah lahir aja ngomong soeharto; l; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #Dunn",1,1,0,1,0,0,0,0,1,0,1,0,"USER USER USER seems like he was born talking about Soeharto; l; THE EXPERTISE OF CEBONG IS ONLY 1, A CHEATER!!!; cebong is like that, stupid beyond help. Plonga plongo causes excessive optimism; ; #2019GantiPresiden #PlongaPlongo #Dunn"
Ternyata bener indosat itu maling pulsa. Brengsek bener. Sial. Pulsa gua 200rbu. Peepanjang paket 149rb. Masa ga cukup tp pulsa gua ilang 100rb lebih. Brngsekkkk. Bangkrut kek luh !! \nUSER URL,1,1,0,1,0,0,0,0,1,0,1,0,It turns out that Indosat is really a credit thief. What a jerk. Damn. My credit is 200 thousand. The package extension is 149 thousand. How come it's not enough but my credit is gone by more than 100 thousand. Fucking jerk. Bankrupt like you!! \nUSER URL
"Lagi, Wanita Berhijab Diserang Haters di Pesawat via USER",0,0,0,0,0,0,0,0,0,0,0,0,"Again, Hijab-Wearing Woman Attacked by Haters on Plane via USER"
"Fakultas Ekonomi Universitas Trisakti; Jl. Kyai Tapa No.1, RT.6/RW.16, Tomang, Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440; (021) 56969066; ;",0,0,0,0,0,0,0,0,0,0,0,0,"Faculty of Economics, Trisakti University; Jl. Kyai Tapa No.1, RT.6/RW.16, Tomang, Grogol Petamburan, West Jakarta City, Special Capital Region of Jakarta 11440; (021) 56969066; ;"
almost two hours pki earphone but tak buka lagu or dgr apa apa pun lol',0,0,0,0,0,0,0,0,0,0,0,0,almost two hours on earphones but didn't open any songs or listen to anything lol'
"Ya. Bagiku ketika aku melihat seseorang mabuk karena minuman keras, bisa menjadi sebuah pelajaran. Contohnya setelah melihat si Syamsudin.\n\n""Oh, aku gak boleh mabuk seperti itu. Biar gak jadi goblog"" begitu kukira.'",0,1,0,0,0,0,0,0,0,0,0,0,"Yes. For me, when I see someone drunk on alcohol, it can be a lesson. For example, after seeing Syamsudin.\n\n""Oh, I shouldn't get drunk like that. So I don't become stupid"" I thought.'"
USER Aaaaaaa sakit tapi tydak berdarah \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad. Ini yg ngerettwet kampret yaaa.',0,1,0,0,0,0,0,0,0,0,0,0,"USER Aaaaaaa it hurts but it's not bleeding \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad. This is really annoying, isn't it?"
USER Mulai deh bolot nya_-',0,1,0,0,0,0,0,0,0,0,0,0,USER is starting to be stupid_-'
"Saya ke pick wgl sekali doang, mungkin mata dia picek pas pick saya.'",1,1,1,0,0,0,1,0,0,1,0,0,"I only went to pick WGL once, maybe his eyes were narrow when I picked him.'"
Kepastian Prabowo maju Pilpres 2019 setelah PilkadaĀ Serentak,0,0,0,0,0,0,0,0,0,0,0,0,Certainty of Prabowo running in the 2019 presidential election after the simultaneous regional elections
"iya mas, aku nggak secantik mereka. tapi kalo kamu cari yg bisa bikin sambel sampe kamu mencret, aku maju duluan.'",0,0,0,0,0,0,0,0,0,0,0,0,"Yes bro, I'm not as pretty as them. But if you're looking for someone who can make chili sauce until you have diarrhea, I'll go first.'"
semakin lama malah semakin asing dan akhirnya kita memahami bahwa ternyata selama ini kita hanya sedang bersama bukan bersatu.',0,0,0,0,0,0,0,0,0,0,0,0,"The longer it goes on, the stranger it becomes and finally we understand that all this time we were only together, not united.'"
USER USER USER BODAT KOMUNIS DUNGU sekebon',1,1,1,0,0,1,0,0,0,1,0,0,USER USER USER DUMB COMMUNIST BODAT sekebon'
"USER USER USER si mahfud sekarang beda, sptnya uda pasang badan utk rezim ini, kalau dulu terkenal sangat kritis.'",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER USER Mahfud is different now, it seems like he has put his body on the line for this regime, whereas in the past he was known to be very critical.'"
Tidak suka melihat Prabowo lantas menyerang &amp; mendiskreditkan bapak kandungnya.,1,0,1,0,0,0,0,0,1,1,0,0,Not liking seeing Prabowo then attacking & discrediting his biological father.
USER maju lu sini anjing!!!!! guwe mahu namparinnnnn looooooo brengsek!!!?!!!!!?.!!.!',1,1,1,0,0,0,0,0,1,1,0,0,USER come here you dog!!!!! I want to slap you jerk!!!?!!!!!?.!!.!'
gw suka kontol lo beb :*',0,1,0,0,0,0,0,0,0,0,0,0,"I like your dick, honey :*'"
Selamat pagi antek-antek Komunis...!!!.,1,0,0,1,0,1,0,0,0,0,1,0,Good morning Communist lackeys...!!!.
USER Itulah ciri-ciri mental pengemis di sebagian kecil NKRI sebetulnya mampu tapi pura2 tdk mampu dan belaga miskin itu mah sama seperti pengemis di jalanan yg pura2 cacat padahal rumahnya gendong dan punya mobil juga sangat kaya harta',0,0,0,0,0,0,0,0,0,0,0,0,USER These are the characteristics of the mentality of beggars in a small part of the Republic of Indonesia. They are actually capable but pretend to be unable and pretend to be poor. It's the same as beggars on the street who pretend to be disabled even though they have a house on their back and have a car and are very wealthy.
Knp Warga Jawa Barat Harus Memilih Pasangan Asyik No.3 ?; ; 1. Untuk Menjaga Marwah Muslim krn sunda identik Muslim.ā??; ; 2. Didukung Ulama Hebat seperti Aagym dan ustad arifin ilham.ā??; ; 3. Didukung Gubernur super prestasi kang aher.ā??; ; 4. Program2 yang s,0,0,0,0,0,0,0,0,0,0,0,0,"Why Should West Java Residents Choose Fun Couple No. 3?; ; 1. To Maintain the Dignity of Muslims because Sundanese are identical to Muslims.ā??; ; 2. Supported by Great Ulama such as Aagym and Ustad Arifin Ilham.ā??; ; 3. Supported by the Governor with super achievements, Kang Aher.ā??; ; 4. Programs that are"
"Selalu kalau makan, aku asing bawang bawang ni letak tepi. Mungkin kena apply kat life juga \xf0\x9f\xa4\x94'",0,0,0,0,0,0,0,0,0,0,0,0,"When I eat, I'm always unfamiliar with the onions on the edge. Maybe it should be applied to life too \xf0\x9f\xa4\x94'"
USER Intinya yang tidak dukung PRABOWO adalah PKI,1,0,0,1,0,1,0,0,0,0,1,0,USER The point is that the PKI does not support PRABOWO
"USER Hahahha klo kampret boleh mengatasnamakan umat sama ulama, knp pula klo cebong ga boleh??'",1,1,0,1,1,0,0,0,0,0,1,0,"USER Hahahha, if it's permissible to act in the name of the Ummah and the ulama, why can't it be for cebong??'"
"Allah SWT dungu & biadab BERJARAK, vilanya di Mekah, tinggal di Ar'sy, tak pernah masuk ke hati, mengecewakan? Buang",1,1,0,1,1,0,0,0,0,0,1,0,"Allah SWT is stupid & barbaric, FAR away, his villa is in Mecca, lives in Ar'sy, never enters your heart, disappointing? Throw away"
USER bodo anjir ngapa uangnya kek gitu si wkwkw',0,1,0,0,0,0,0,0,0,0,0,0,"USER, what's the use of money like that, bro? lol'"
"ā??Jadikan deritaku ini sebagai kesaksian, bahwa kekuasaan seorang presiden sekalipun ada batasnya. Karena kekuasaan yang langgeng hanyalah kekuasaan rakyat. Dan diatas segalanya adalah kekuasaan Tuhan Yang Maha Esa.ā?? (Soekarno)",0,0,0,0,0,0,0,0,0,0,0,0,ā??Make my suffering a testimony that even the power of a president has limits. Because the only lasting power is the power of the people. And above all is the power of God Almighty.ā?? (Soekarno)
USER USER Lah ternyata bangke juga dia...',1,1,1,0,0,0,0,0,1,1,0,0,USER USER So it turns out he's also a bastard...'
"USER ada yg maling duit waktu olahraga dan keciduk sampe skrg gada yg nemenin dia, mampuy kampang bgt jd orang'",1,1,1,0,0,0,0,0,1,1,0,0,"A USER stole money while playing sports and got caught until now no one is accompanying him, it's really easy to be someone'"
Bagai Rumah Bawah Ranah Yang Indah Seorang Pendiam Dan Culun Walau Dengan Bakar Besar',0,0,0,0,0,0,0,0,0,0,0,0,Like a Beautiful Underground House of a Quiet and Nerdy Man Despite His Big Burn'
Cuman Komunis Yang Anti Agama.,1,0,0,1,1,1,0,0,0,0,1,0,Only Communists Are Anti-Religion.
USER USER Hush...jangan nyuruh polisi kerja..ntar banyak bom meledak dimana mana',0,0,0,0,0,0,0,0,0,0,0,0,USER USER Hush...don't tell the police to work...later lots of bombs will explode everywhere'
USER Kalau ada yang percaya nenek peot yg satu ini berarti otaknya udah dungu kenapa masalah Perpres No 20 Tahun 2018 tentang TKA diributkan? Baca yang lengkap siapa yg berpihak dan siapa yang tidak berpihak?',0,1,0,0,0,0,0,0,0,0,0,0,"USER If anyone believes this old woman, it means their brain is stupid, why is the issue of Presidential Regulation No. 20 of 2018 concerning Foreign Workers being made a fuss about? Read the full version, who is on side and who is not?'"
Ternyata Tuhan juga mendengar doa para komunis. #RUSCRO',0,0,0,0,0,0,0,0,0,0,0,0,It turns out that God also heard the prayers of the communists. #RUSCRO'
Ini orang udah tolol nyolot lagi',1,1,1,0,0,0,0,0,1,1,0,0,This guy is being stupid and talking nonsense again'
USER sok tau bgt sih njeng sehun aja betah nete di gue',0,1,0,0,0,0,0,0,0,0,0,0,USER pretends to know so much he just feels at home with me.'
Kamu bilang Gue Bangsat?..\nMatamu Ambleg kuwi..\nOtaknya dipake..\nBaca pelan lalu ditafsirkan Maksud Gue Apa..\nNdasmu Amoh Kuwi mbangsat\xc2\xb2 ne wong liyo \nKaton Goblok mu..\nDurung Pinter Medsosan Ngablak ndisiti.. URL,1,1,1,0,0,0,1,0,0,1,0,0,You say I'm a bastard?
USER USER USER Bro..nanti dia didukung pekaos lagi sama partai bani onta kabur dan partai khilaf \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,USER USER USER Bro..later he will be supported again by the Camel Party and the Khilaf Party \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
Artinya kepercayaan Quran sebagai kitab hukum Allah SWT harus dibuang Pak Lukman?,1,0,0,1,1,0,0,0,0,0,1,0,"Does this mean that the belief in the Quran as the book of Allah SWT's laws must be discarded, Mr. Lukman?"
"Bagai Rumah Bawah Ranah Yang Indah, Seorang Pendiam Dan Culun Walau Dengan Bakar Besar'",0,0,0,0,0,0,0,0,0,0,0,0,"Like a Beautiful Underground House, A Quiet and Nerdy Man Despite His Big Burn'"
"USER USER USER USER USER USER USER USER Apakah ini berarti sosialisasi BOM shg menjadi kata yg tidak menakutkan?... Kalo ada bom beneran, itu mah biasa,... ""jihad"".'",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER USER USER USER USER USER USER Does this mean that the socialization of the BOMB has become a word that is not scary?... If there is a real bomb, that is normal,... ""jihad"".'"
"USER USER USER USER Setan eh emang harusnya gk kelihatan anakku :""3'",0,1,0,0,0,0,0,0,0,0,0,0,"USER USER USER USER Satan, eh, my child shouldn't be visible :""3'"
