ID,Text,Offensive,HateSpeech,Vulgarity,Violence,translated_tweet
9149,@USER ردوا على الرجال,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Reply to the men
9150,"RT @USER لما تجرب قفلتي هتعرف ان زعلي كان مرحلة جميلة جداا
وانت للأسف تجاوزتها",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER When you experience my sadness, you will realize that my sadness was a very beautiful stage. Unfortunately, you have overcome it."
9151,#بايع_الكليجا فضحتونا الله يفضحكم وش قله الحيا ذي مزيون طيب بس ليه التلزق وش تحسون فيه قله تربيه والحيا صفر,OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Baie_Al-Klijat You have disgraced us. May God disgrace you. What is this lack of modesty? It is nice, but why are you sticking to it? What do you feel is a lack of manners and no modesty?"
9152,ريحه المستشفى,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,hospital smell
9153,@USER هههههههه من الكرف بلعت الكلمه الاغلب قراها,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Hahahahaha I swallowed the word out of boredom. Most of those who read it
9154,@USER ها بشر عندي نقص وفزت عالفيحاء وظامن البطولة ها وينك سمعني صياحكؤ,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Hey Bashar, I have a deficiency and you won against Al-Fayhaa and secured the championship. Where are you? I heard you screaming."
9155,@USER سوري,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Syrian
9156,@USER راح يصدقونهم العالم تدري ليش .. لأنهم يتكلمون بحقائق و مستندات مب مثل المطالَب ال ١٤ الي مالها اي دليل من بداية الازمه في رمضان و صارت السعوديه في وجه المدفع و الباقي قام يسحب عمره شوي شوي و انتو ساكتين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER The world will believe them, and you know why? Because they speak with facts and documents, unlike the 14 demands that have no evidence since the beginning of the crisis in Ramadan, and Saudi Arabia was in the line of fire, and the rest started to retire little by little, and you remained silent."
9157,"نصير مثل ابو مساعد 
من عطاني نادر بلوك وقف المطر  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"Nasir like Abu Musaed
Whoever gave me Nader Block stopped the rain URL"
9158,@USER مابي اكلك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER I don't want to eat you
9159,"RT @USER لما انا بعملك فولو... مبترجعش الباك ليه.. 
شغالين عند اهاليكو احنا  #فضايحك_فى_المطبخ URL",OFF,NOT_HS,NOT_VLG,NOT_VIO,RT @USER When I follow you... Why don't you get your back? We work for your families #Your_Scandals_In_the_Kitchen URL
9160,@USER كسم دماغك والله معيشينك علي الكوكب ازاي,OFF,NOT_HS,VLG,NOT_VIO,"@USER Fuck your brain, how are you living on this planet?"
9161,"RT @USER روماVSميلان يارب تكون بقدر التوقعات،
بغض النظر عن المعلق الزباله.",OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER Roma vs. Milan I hope it lives up to expectations, regardless of the garbage commentator."
9162,@USER ما كلنا حبيناه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Not all of us loved him
9163,@USER واضح,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Clear
9164,الاحد غثيث حتى لو انه عطله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,Sunday is sick even if it is a holiday
9165,"@USER نسميها ...       ...

#تياترو_مصر  ....",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER We call it... ...

#Teatro_Masr ...."
9166,RT @USER العببببب كمان خليهم يتوبوا ولاد,OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER The fools, let them repent, you sons of bitches"
9167,@USER ياليتها تتكلم عادي اطنش الا تكفخني وتكفخ اختي معي والله رعببببب☹️ يوم نروح المدرسه نبكي ونفسيه زق من العنف اللي نحصله قدامنا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER I wish she would talk normally so I can ignore her unless she slaps me and my sister with me. By God, it’s terrifying. When we go to school, we cry and our psyche is exhausted from the violence that we see in front of us."
9168,@USER تلغفك اخاف ظلمته انا دعيت عليه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER I am afraid of wronging him. I have cursed him.
9169,"RT @USER #انا_مش_حتجوز_علشان
الرجاله نكديين وخاينين وكدابيين 
ونحط تحت كدابيين دي 100 خط",OFF,HS6,NOT_VLG,NOT_VIO,"RT @USER #I_will_not_get_married_because
Men are naggars, traitors, and liars
And we underline the word “liars” 100 times"
9170,"RT @USER إطلاق بنجاح
ولا زلنا نمنع إنسان من رياضة على شاطئ ربنا بلا شرشف أسود

الله يلعنكم على عمري اللي ضاع بقوانين همجية
URL",OFF,HS3,NOT_VLG,NOT_VIO,"RT @USER Successful launch
And we still prevent a person from exercising on our Lord's beach without a black sheet

May God curse you for my life wasted due to barbaric laws
URL"
9171,احتاجججج Netflix مو وقتتتته يخلص بنص حمّاسي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"I need Netflix, it's not time to finish it halfway through"
9172,@USER وانت مالك قرفف‍♀️,OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER You are disgusting
9173,@USER والله منافسه بينه وبين سليطين على من يكون افضل نعال حق حمود زايد وحمود سلمان  المهم استمرو يانعل وعقبال متنحذفون بعد ماتنتهي صلاحيتكم,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER By God, there is a competition between him and Sulaytin over who is the best sandal for Hamoud Zayed and Hamoud Salman. The important thing is that you continue, you sandal, and may you be deleted after your validity period expires."
9174,@USER هههههههه توسوست و فات لحال,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Hahahahaha I was wondering and it's gone by itself
9175,"@USER الحين لو نظام شريفة المتأترك..
فجأة..
اصطلب ورجعله عقله واستحى عنفسه وندم وراح الرياض ونفذ الـ1️⃣3️⃣ بند..

هذيلا المرتزقة وأولهم (الكراع) وين بيسيرون

ياهم بياكلون نعل  ونتو بكرامة
مقبلات بس..

والباقي ⭕️",OFF,HS1,NOT_VLG,NOT_VIO,"@USER Now if the Turkish regime of Sharifah suddenly regained its senses, felt ashamed, regretted it, went to Riyadh, and implemented the first three clauses...

Where are these mercenaries, the first of whom is (Al-Karaa) going?

They will eat their asses off, and you will have your dignity.

Appetizers only...

And the rest ⭕️"
9176,"@USER كل يوم بدعيلك 
انتي لا تطولي الغيبة   
من الصبح كل هالضرب هههههههه
شايفة كيف دعاء و ضرب هههههههه
امزح معك 
من عيوني  
ما انساكي من دعائي 
انتي تعرفي كم قيمتك عندي كبيرة 
رب السماوات والأرض يرضى عليكي و يفرح قلبك",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER I pray for you every day
Don't be absent for long
Since morning all this beating hahaha
See how the prayers and beatings hahaha
Just kidding
From my perspective
I will never forget you in my prayers
You know how much you mean to me
May the Lord of the heavens and the earth be pleased with you and gladden your heart"
9177,@USER طيب حفر الباطن غبارررررررررررررررررررررررررر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Hafar Al-Batin is very dusty
9178,طقت كبدي من اليحيي ذا ههههف URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"I got a headache from this Yahya, lol URL"
9179,@USER مهرجاناتنا للاسف من انحطاط لانحطاط,OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Our festivals unfortunately go from decadence to decadence
9180,انت مش احلي حاجة ف حياه حد انت حبهان..,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"You are not the best thing in anyone's life, you are love."
9181,@USER اذا كأنو فيه ناس قليلين حيا تصيرين مثلهم,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER If there are few people who are ashamed, you should be like them"
9182,"#اصدقا_الوناسه_وينهم
بنات عندي موعد بالمستشفى من تروح معي 
هديل : ابوي دخل غيبوبه 
نوره : ولدي طاح 
ميسون : حرارتي اربعين 
بنات خلاص أجلت الموعد طيب من تروح معي نتقهوى بكوفي 
هديل : انا 
نوره : انا 
ميسون : انا 
سبحان الله يابنات الذين",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Friends_of_fun
Girls, I have an appointment at the hospital. Who will come with me?
Hadeel: My dad went into a coma.
Noura: My son fell.
Maison: My temperature is 40.
Girls, I postponed the appointment. Who will come with me to have coffee?
Hadeel: Me.
Noura: Me.
Maison: Me.
Glory be to God, girls who"
9183,@USER ههههههههههههههههههههههههههههههههههههههههههه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
9184,RT @USER ودي بس اصيد مصصم هالصوره  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,RT @USER I just want to find the designer of this photo URL
9185,"@USER نية سليمة مين يا خيي  العالم مليء بالمرضى  انا بدي انشر تعميم كل سنة للمعلمين ""قل أحسنت/ي و امض… حفاظا على سلامتك """,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Good intentions, my friend. The world is full of sick people. I want to publish a circular every year for teachers: “Say well done and sign… for your own safety.”"
9186,@USER محد يحبك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Nobody loves you
9187,@USER لا تييب طاريه  هالزعطوط اغبى شخص عرفته,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Don't bring up this idiot, he's the stupidest person I've ever known."
9188,"حاولت اصدق بس ماكو دموع‍♂️‍♂️
""نعجز عن وصفك""يا ريال اقرب وصف له هو وانت بكرامة URL",OFF,NOT_HS,NOT_VLG,NOT_VIO,"I tried to believe but there were no tears. ""We are unable to describe you"" Oh man, the closest description for him is ""You with dignity"" URL"
9189,@USER انا كلب اللي أسأل هالاشكال,OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER I am a dog who asks these questions
9190,@USER كرهتهوالله لو تبيع مارشاميلو اوص,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER I hate it, I swear. If you sell marshmallows, I will order it."
9191,"#بايع_الكليجا
تذكرت خرفنا حليمه وبنت ترامب مفشششلين هالاشكال يعني تجمتعو وبعدين ؟! وش الفايده ؟!",OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Baie_Al_Klija
I remembered our idiot Halima and Trump's daughter, they are messing things up. So they met and then what?! What's the point?!"
9192,"@USER هذي آخرتها يا خشب

طلعت ماوس كيبورد",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER This is the end of it, you idiot.

I took out a mouse and keyboard."
9193,"#بايع_الكليجا
 من زينه مساكينن اول مراا تشوفوا رجال !.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Baie_Al_Klija
Poor girls, this is the first time you see a man!"
9194,@USER هم ضد حماس ضد مقاومه ضد العرب والمسلمين ضد اي مسلم هم مع نتنياهو اللي قتل وشرد ملايين مسلمين وهلا بيعملوا انهم طيبين ومسالمين لليهود  خليهم يجربوا حنية ليفيني,OFF,HS2,NOT_VLG,NOT_VIO,"@USER They are against Hamas, against the resistance, against the Arabs and Muslims, against any Muslim. They are with Netanyahu, who killed and displaced millions of Muslims. Now they are pretending to be kind and peaceful to the Jews. Let them try Livni’s kindness."
9195,شباب اركدوا اسفهوهن تراهن يعاندن..من الحررررة جعلهن للحرة اللي ما يقومن منها بنات الكلب..قسم بالله لو يجيها ما تشوف الا غبرتها شاردة..هن اخذنها فرصة تصفية حسابات وراء اليوزرات..والا الواقع مليان ملي من هالشكل وأطلق قسم بالله يوميا نشوف..تفووووو تفوووو الله يمحاكن #بايع_الكليجا,OFF,HS6,NOT_VLG,NOT_VIO,"Guys, calm down, make them feel sorry for you, you see they are being stubborn. From the freedom, may they be made for the freedom that they cannot get up from, daughters of dogs. I swear to God, if she comes to you, you will see nothing but her dust wandering around. They took it as an opportunity to settle scores behind the usernames. Otherwise, reality is full of these people, and I swear to God, we see them every day. Ugh, uh, may God destroy you #Baie_Al-Klijah"
9196,انا بكره محاضرة الساعة 8 وبكره الصحيان بدرى بكره الصحيان اصلا وبكره الكلية وعاوزة أنام وعاوزة اعيط انى صحيت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"I hate the 8 o'clock lecture, I hate waking up early, I hate waking up at all, I hate college, I want to sleep and I want to cry that I woke up"
9197,"#اصدقا_الوناسه_وينهم

راحوا     وصاروا  اصدقاء  المصالح",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"#WhereAreTheFriendsOfTheMorning

They left and became friends of convenience."
9198,"بمناسبة الطفش،،
      
- -اللي عنده سؤال يسأل
- اللي يحبني يقول أحبك
- اللي يبى فلوس يرسل نقطه •
- اللى يرسل نقطه بحظره ‍♂️‍♂️‍♂️",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"On the occasion of boredom,

- Whoever has a question, ask.
- Whoever loves me, say I love you.
- Whoever wants money, send a point.
- Whoever sends a point, I'll block them."
9199,@USER ما بنينا مسجد ترى ولا اعتمرنا عنها الخفيف معروف ولا سمينا ولدنا ع اسمه اكمل ولا اسكت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER We did not build a mosque, nor did we perform Umrah on it, the light one is known, nor did we name our son after him. Complete it or be silent."
9200,"الشاعر ناصر الوبير ومحمد ناصر الحربي شفتهم قدامي وافضل شاعرين عندي وربي استحيت اصورهم وهم مشهورين  كيف هالمخفات تصور وتتغزل فيه!! وين الحياء 
 #بايع_الكليجا",OFF,HS6,NOT_VLG,NOT_VIO,"I saw the poet Nasser Al-Wabir and Mohammed Nasser Al-Harbi in front of me. They are my favorite poets. By God, I was embarrassed to take pictures of them, even though they are famous. How can these ignorant people take pictures and flirt with them!! Where is the shame? #Baie_Al-Klijah"
9201,"لحووول حتى هناا وصلتوه قسسم بالله قلة حيا الرجال رايح يترزق ربه والتافهين شغالين عشق وملعنه واضح انه متضايق من التصوير بس وش يفهم البقر الي عندنا 
 #بايع_الكليجا",OFF,HS6,NOT_VLG,NOT_VIO,"Hey, you've reached this point. I swear to God, this man has no shame. He's going to make a living from his Lord, while the fools are busy with love and cursing. It's clear that he's upset about being filmed, but what do our cows understand? #Baie_Al-Klijah"
9202,اللي باصصلي في حياتي ابوس قفاك ارحمني,OFF,NOT_HS,NOT_VLG,NOT_VIO,"Whoever looks at me in my life, I kiss your back, have mercy on me"
9203,يلاااا اي او لا  — مافهمت على شنو؟ URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,Yalla yes or no - I didn't understand what's the URL?
9204,كيبياس اللحين ماخذه الايدولز تزيد شهرتهم ولا عشان تكسرهم ؟ اول شي جون يوكيس بعده هانقيول واللحين تشان الله ياخذهم,OFF,NOT_HS,NOT_VLG,NOT_VIO,"Kibaes is taking idols now to increase their fame or to break them? First Jun Yukis, then Hangyul, and now Chan, may God take them"
9205,@USER جات الغثيثه,OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER The nausea came
9206,@USER بعد ما طردوا كوجيما، جالسين يستخدمون اسمه بشكل غير مباشر للتسويق للعبة. بجاحة,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER After they fired Kojima, they are still indirectly using his name to market the game. Shame on you."
9207,بفوق،كل اللي ع أديان شركيةبيعشوا أتباعهم عقدةالذنب ظلم.كالنصارى ف دينهم:عيسى(النبي)إله وابن الله،إتقتل وإتصلب(الإلاه ابن الإلاه)للتكفير ع سيئاتهم وهم إتولدوا مذنبين بالرغم م إن إتولدوا رضع أبرياء ثم يعكوا ويذنبوا ويجرموا ويفسدوا براحتهم بعد كدةف حياتهم،فهم كدةكدةمغفور لهم!وغيره,OFF,HS2,NOT_VLG,NOT_VIO,"Above, all those who follow polytheistic religions make their followers live with a guilt complex of injustice. Like the Christians in their religion: Jesus (the prophet) is a god and the son of God. He was killed and crucified (the god, the son of God) to atone for their sins, and they were born sinners, even though they were born innocent infants, then they rebel, sin, commit crimes, and corrupt at their ease after that in their lives, so they are forgiven anyway! And others."
9208,#حياتك23  مضاوي تكلمي زين الدلع وتغير الصوت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"#YourLife23 Madawe, speak well, be affectionate and change your voice"
9209,"#بايع_الكليجا
حرام الرجال باين منحرج ومستحي من البنات اللي هجموا عليه ويصورونه 
اول مره تشوفون واحد حلو؟؟ خلوه يترزق الله لاتتسببون بتقفيل رزقه خلوه بحاله 
وخوذوها من الاخر ماراح يتزوج وحده فيكم",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Baie_Al-Klijah
Shame on the men, they look embarrassed and shy from the girls who attacked him and took pictures of him.
Is this the first time you see a handsome guy?? Let him make a living. May God not cause his livelihood to be cut off. Leave him alone.
And take it from the end, he won't marry any of you."
9210,#بايع_الكليجا اوفر يا جماعه والله فيه احححلى,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Baie_Al-Klijah, guys, it's better, I swear it's the best"
9211,@USER شع بالله ماخليتي لي شي حتى العيشه تبين تناشبيني فيها ي الشعنا,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER I swear to God you didn’t leave anything for me, even life wants to be a struggle for me, oh Sha’na"
9212,"شيتات 
والله كبرتي ي صغننة وبقيتي ف كلية و بتقولي شيتات  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"Sheets
By God, you've grown up, little girl, and you're in college, and you're saying Sheets URL"
9213,RT @USER لو قدها هات اخر copy عندك يلزمني,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER If you can, give me the latest copy, I need it"
9214,@USER لا حول و لا قوة الا بالله كفاية ي بني هتدمر صحتك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER There is no power or strength except with God. Enough, my son. You will destroy your health."
9215,RT @USER اي والله جعله الموت الله ينزع روحه ويشل اطرافه وجعله الحادث الشنيع النذل النجس وجه السلوقي,OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER Yes, by God, may death take his soul and paralyze his limbs and make him the heinous, vile, filthy accident with the face of the greyhound"
9216,#بايع_الكليجا سلامات!!؟ صح انه حلو بس مو لدرجه ذي اوفر مراا ترا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Baie_Al-Klijah, hello!!? It's true that it's delicious, but not to this extent. It's very cheap, really."
9217,@USER لا مش فاضية وبعدين اجمد كدة انت راجل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER No, I'm busy. And be cool, you're a man."
9218,"RT @USER المطبج جميل وانا اعشقه 
ولكن هل هذا صحيح  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,RT @USER The kitchen is beautiful and I love it. But is this true? URL
9219,@USER تورغوت مات ؟,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Turgut died?
9220,@USER طب اعمل ايه طاه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER What should I do, chef?"
9221,سو اختبرت.. كان مره . الحين رايحة الجيم عشان اطلع حرتي والعن حظي بطريقة صحية.. واستعد للاختبار اللي بعده,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,So I took the test.. It was once. Now I'm going to the gym to vent my frustration and curse my luck in a healthy way.. and prepare for the next test
9222,@USER مالي ومال العقارب مايعجبوني احب الجدي والقوس,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER I don't like Scorpios. I like Capricorns and Sagittarius.
9223,بتضايق  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,I'm annoyed by URL
9224,@USER لاتدخلين بالنوايا واحترمي نفسك من تكتبي شي وترى نتحاسب ع كل كلمه الصوره والتعليق قذف من ورى التريلات,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Don't interfere in intentions and respect yourself when writing something. We will be held accountable for every word, picture, and comment. It's slander behind the trailers."
9225,@USER خطره وين الدقله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Danger, where is the date?"
9226,@USER تدور مشاكل وين التعادل ..ذاك لعب وذا كرف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Problems are circling, where is the tie? That's play and that's struggle."
9227,@USER ايش المرض حقهم دا!!!,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER What is their disease?
9228,@USER اوف ويش ذا الملعون لاتسكت له,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Oh, what is this damned thing? Don't keep quiet about it."
9229,@USER اي وربك وتمنشن حساب مسمار وتقول ترا تحتي عيال وخاقه معه لعن الله اصلك,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Yes, by God, you mention Masmar’s account and say that you have children and are in a relationship with him. May God curse your origin."
9230,"@USER مابي اسمع اسمه!
اغتث، اتجدى، يصيدني حارج..",OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER I don't want to hear his name! I'm sick of him, I'm begging him, he's trying to catch me outside.."
9231,اهم شي ذكور الشعب كله يستشرف وينزل فديوهات عن الاخلاق والحشمه  #بايع_الكليجا,OFF,HS6,NOT_VLG,NOT_VIO,The most important thing is that all the men of the nation are looking forward to and posting videos about morals and modesty. #Baie_Al_Klijah
9232,"@USER حمدلله والشكر
 الله لايبلنا يارب العالمين",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Praise be to God and thanks. May God not test us, Lord of the worlds."
9233,"RT @USER "" احنا في مصر بنشتغل عشان نجيب فلوس نروح بيها الشغل..! """,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER ""In Egypt, we work to earn money to go to work..!"""
9234,#اصدقا_الوناسه_وينهم الصديق الحقيقي هو♡♡♡القرآن الكريم♡♡♡نافع لك بإذن من الله في الدنيا والآخرة يارب أننا مقصرون آلهتنا جوالات ي رب ي كريم تجعلنا من أهل القرآن ونلبس أمهاتنا التاج بإذن منك ي الله قولووو امييين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"#Friends_of_fun_where_are_the_true_friend_is♡♡The_Holy_Quran♡♡♡It will be beneficial to you, God willing, in this world and the hereafter. O Lord, we are falling short. Our gods are mobile phones. O Lord, O Generous One, make us among the people of the Qur’an and crown our mothers, God willing. Say Amen."
9235,RT @USER متل ما عودناكم معانا مش حتقدر اتغمض عينيك  شوفو لما الرجال كون تحت اقدام  ستكم كاتيا الكعدي شو بكون وضعو (ذل وخنوع ومتل )(…,OFF,HS6,NOT_VLG,NOT_VIO,"RT @USER As we have accustomed you to, you will not be able to close your eyes. Look at what happens when men are under the feet of your aunt Katya Al-Kaadi (humiliated, submissive and like…)"
9236,بمسك امصجمة واطلق كل واحد حاط أغاني عراقية بالعيد الوطني,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,I hold the skull and release everyone who puts Iraqi songs on the National Day
9237,@USER غباء اولا  لَبس الجيش مب لباسنا والاشكال مب اماراتية وثانيا نحنا مانقول ايه يالبغام العبوا غيرها,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Stupidity, first of all, the army uniform is not our uniform and the shapes are not Emirati, and secondly, we are not saying anything, you fools. Play something else."
9238,@USER هيدا نوره,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER This is Noura
9239,RT @USER ورق عنب URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,RT @USER Grape leaves URL
9240,@USER هههههههههههاي هذا انتم اذا احد انتقدكم قلتم خرفان .. يعني اذا رديت وضحت صرت خروف,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Hahahahahaha, this is you. If someone criticizes you, you call them sheep. Meaning, if you respond and explain, you become a sheep."
9241,@USER ماني حيوان لكذا ماني موجوده‍♀️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER I am not an animal, that's why I am not here"
9242,RT @USER نعتزل مايؤذينا،ونفوق لنفسنا ومصلحتنا شويه بقا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"RT @USER We stay away from what hurts us, and we wake up for ourselves and our interests a little bit"
9243,@USER مع زاتك بسس,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER With yourself only
9244,@USER الشكوى لله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Complain to God
9245,@USER  ولا ب ملايين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Not even millions
9246,دة علي اساس انها مش شايله همك وهم عيالك وامك وابوك وعيالتك كلها  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"This is on the basis that she does not care about you, your children, your mother, your father, and all your children. URL"
9247,@USER هههههههههههههههههههههههههههههههههه سلمممممممى,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA
9248,اغبى شي لما تتكلم مع احد وتقوله هذا عيب او حرام يقول لك فلان سواه &gt; استشهاد ضعيف وساذج وغبي وللاسف كثرت هذي النوعيه بهالوقت,OFF,NOT_HS,NOT_VLG,NOT_VIO,"The stupidest thing is when you talk to someone and tell him that this is shameful or forbidden, and he tells you that so-and-so did it. > A weak, naive, and stupid quote. Unfortunately, this type has become widespread these days."
9249,@USER خلها على ربك انا مره علمت لم العيال بوحده الى اللحين لو  ابي المسجد تركب معي السيارة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Leave it to God. I once learned that the kids are alone until now. If I want to go to the mosque, you ride with me in the car."
9250,@USER نننننننن,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Nnnnnnn
9251,"كم حاوية سترمى بها يا فضالة

#البدون_في_الكويت URL",OFF,HS1,NOT_VLG,NOT_VIO,"How many containers will you throw away, Fadala?

#Bedoon_in_Kuwait URL"
9252,#بايع_الكليجا الحين العربية بتستضيفه بكم تبيع الكليجا ؟ كيف كنت تبيع ؟  ماعندهم سالفة هالقناة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,#Baie_Klijah Now Al Arabiya will host him. How much do you sell Klijah for? How did you sell it? They don't have a story on this channel.
9253,@USER معلش ي اصلي غبيه شويه,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Sorry, I'm a bit stupid"
9254,"RT @USER بقى انت مش ه تحتفل بالفلانتين عشان بدعه
-امال انا يعنى اللى سينجل URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,RT @USER You won't celebrate Valentine's Day because it's a heresy. - So what do you mean by a single URL?
9255,@USER اصبري يمسك جواله الاخ يقراء,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Be patient, he is holding his mobile phone while he is reading"
9256,"الطير بحب خناقه 
صبااحو",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"The bird loves to quarrel
Good morning"
9257,للاسف كل حاجه الواحد بيحبها و يتعلق بيها بتروح منه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"Unfortunately, everything a person loves and is attached to goes away from him."
9258,@USER قومي ارسمي حواجبك وطسي ع جامعتك .,OFF,NOT_HS,NOT_VLG,NOT_VIO,@USER Draw your eyebrows and go to your university.
9259,@USER غصب عنك يا بيضه,OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Against your will, you egg"
9260,ابي اضمك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,I want to hug you
9261,جداً  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,Very URL
9262,@USER اثقلي يابنت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO,"@USER Take it easy, girl"
